match_id,event_component_id,event_date_utc,event_city_name,event_year,dominant_hazard,control_component_id,control_city_name,placebo_source_event_component_id,placebo_date_utc,placebo_source_event_year,placebo_source_rule,placebo_year_distance,placebo_month_distance,event_gpm_event_subset_precip_mm_est,control_gpm_event_subset_precip_mm_est,placebo_event_gpm_event_subset_precip_mm_est,observed_diff,placebo_diff,observed_minus_placebo_diff,placebo_status
3944|2023-03-08|Belgorod,3944,2023-03-08,Belgorod,2023,fog,7378,Young Leninist,,,,missing_control_day_donor,,,0.116111,0.0,,0.116111,,,missing_placebo_or_control_metric
3944|2023-03-08|Belgorod,3944,2023-03-08,Belgorod,2023,fog,6191,Glazov,6403.0,2022-02-28,2022.0,same_control_component_hazard_cross_year_month_window,1.0,1.0,0.116111,0.0,0.0,0.116111,0.0,0.116111,ok_control_day
3944|2023-12-18|Belgorod,3944,2023-12-18,Belgorod,2023,low_vis_5km,6031,Ulyanovsk,3944.0,2024-12-24,2024.0,same_control_component_hazard_cross_year_month_window,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
3944|2023-12-18|Belgorod,3944,2023-12-18,Belgorod,2023,low_vis_5km,7378,Young Leninist,3944.0,2024-12-24,2024.0,same_control_component_hazard_cross_year_month_window,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
3944|2023-12-18|Belgorod,3944,2023-12-18,Belgorod,2023,low_vis_5km,6191,Glazov,,,,missing_control_day_donor,,,0.0,0.0,,0.0,,,missing_placebo_or_control_metric
8128|2023-03-20|Palu,8128,2023-03-20,Palu,2023,thunder_or_convective,5423,Pandeglang,,,,missing_control_day_donor,,,1.125556,0.737778,,0.387778,,,missing_placebo_or_control_metric
8128|2023-03-20|Palu,8128,2023-03-20,Palu,2023,thunder_or_convective,6605,Loning,,,,missing_control_day_donor,,,1.125556,3.442778,,-2.317222,,,missing_placebo_or_control_metric
8128|2023-03-20|Palu,8128,2023-03-20,Palu,2023,thunder_or_convective,1998,Lubuk Pakam,,,,missing_control_day_donor,,,1.125556,0.374444,,0.751112,,,missing_placebo_or_control_metric
8128|2023-05-31|Palu,8128,2023-05-31,Palu,2023,thunder_or_convective,5423,Pandeglang,8128.0,2022-05-25,2022.0,same_control_component_hazard_cross_year_month_window,1.0,0.0,0.0,0.0,0.415556,0.0,0.415556,-0.415556,ok_control_day
8128|2023-05-31|Palu,8128,2023-05-31,Palu,2023,thunder_or_convective,6605,Loning,8128.0,2022-05-25,2022.0,same_control_component_hazard_cross_year_month_window,1.0,0.0,0.0,0.0,0.340556,0.0,0.340556,-0.340556,ok_control_day
8128|2023-05-31|Palu,8128,2023-05-31,Palu,2023,thunder_or_convective,1998,Lubuk Pakam,8128.0,2022-05-25,2022.0,same_control_component_hazard_cross_year_month_window,1.0,0.0,0.0,0.0,2.065556,0.0,2.065556,-2.065556,ok_control_day
6403|2023-01-28|Nizhnekamsk,6403,2023-01-28,Nizhnekamsk,2023,fog,6031,Ulyanovsk,6403.0,2022-02-28,2022.0,same_control_component_hazard_cross_year_month_window,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
6403|2023-01-28|Nizhnekamsk,6403,2023-01-28,Nizhnekamsk,2023,fog,6242,Dimitrovgrad,6403.0,2022-02-28,2022.0,same_control_component_hazard_cross_year_month_window,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
6403|2023-01-28|Nizhnekamsk,6403,2023-01-28,Nizhnekamsk,2023,fog,6191,Glazov,6403.0,2022-02-28,2022.0,same_control_component_hazard_cross_year_month_window,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ok_control_day
6403|2023-10-29|Nizhnekamsk,6403,2023-10-29,Nizhnekamsk,2023,low_ceiling_300m,6031,Ulyanovsk,,,,missing_control_day_donor,,,0.026667,0.0,,0.026667,,,missing_placebo_or_control_metric
6403|2023-10-29|Nizhnekamsk,6403,2023-10-29,Nizhnekamsk,2023,low_ceiling_300m,6242,Dimitrovgrad,,,,missing_control_day_donor,,,0.026667,0.449444,,-0.422777,,,missing_placebo_or_control_metric
6403|2023-10-29|Nizhnekamsk,6403,2023-10-29,Nizhnekamsk,2023,low_ceiling_300m,6191,Glazov,,,,missing_control_day_donor,,,0.026667,1.430556,,-1.403889,,,missing_placebo_or_control_metric
7884|2023-08-12|Abat,7884,2023-08-12,Abat,2023,low_ceiling_1000m,7233,Yangoji,7884.0,2023-07-11,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.583333,0.001111,0.0,0.582222,-0.001111,0.583333,ok_control_day
7884|2023-08-12|Abat,7884,2023-08-12,Abat,2023,low_ceiling_1000m,7333,Maji,7884.0,2023-07-11,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.583333,0.0,0.0,0.583333,0.0,0.583333,ok_control_day
7884|2023-08-12|Abat,7884,2023-08-12,Abat,2023,low_ceiling_1000m,8257,Okuku Lepuole,7884.0,2023-07-11,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.583333,0.039444,0.118889,0.543889,0.079445,0.464444,ok_control_day
7884|2023-07-11|Abat,7884,2023-07-11,Abat,2023,low_ceiling_1000m,7233,Yangoji,7884.0,2023-08-12,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.046667,0.0,0.001111,0.046667,0.001111,0.045556,ok_control_day
7884|2023-07-11|Abat,7884,2023-07-11,Abat,2023,low_ceiling_1000m,7333,Maji,7884.0,2023-08-12,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.046667,0.0,0.0,0.046667,0.0,0.046667,ok_control_day
7884|2023-07-11|Abat,7884,2023-07-11,Abat,2023,low_ceiling_1000m,8257,Okuku Lepuole,7884.0,2023-08-12,2023.0,same_control_component_hazard_same_year_month_window,0.0,1.0,0.046667,0.118889,0.039444,-0.072222,-0.079445,0.007223,ok_control_day
56|2023-01-04|Brest,56,2023-01-04,Brest,2023,low_vis_5km,1585,Caen,56.0,2022-02-16,2022.0,same_control_component_hazard_cross_year_month_window,1.0,1.0,0.689444,0.0,0.050556,0.689444,0.050556,0.638888,ok_control_day
56|2023-01-04|Brest,56,2023-01-04,Brest,2023,low_vis_5km,544,Saint-Nazaire,56.0,2024-12-25,2024.0,same_control_component_hazard_cross_year_month_window,1.0,1.0,0.689444,0.992778,0.105,-0.303334,-0.887778,0.584444,ok_control_day
56|2023-01-04|Brest,56,2023-01-04,Brest,2023,low_vis_5km,944,Cherbourg-en-Cotentin,,,,missing_control_day_donor,,,0.689444,0.0,,0.689444,,,missing_placebo_or_control_metric
56|2023-07-31|Brest,56,2023-07-31,Brest,2023,low_vis_5km,1585,Caen,,,,missing_control_day_donor,,,2.048333,0.225556,,1.822777,,,missing_placebo_or_control_metric
56|2023-07-31|Brest,56,2023-07-31,Brest,2023,low_vis_5km,544,Saint-Nazaire,,,,missing_control_day_donor,,,2.048333,0.09,,1.958333,,,missing_placebo_or_control_metric
56|2023-07-31|Brest,56,2023-07-31,Brest,2023,low_vis_5km,944,Cherbourg-en-Cotentin,,,,missing_control_day_donor,,,2.048333,2.319444,,-0.271111,,,missing_placebo_or_control_metric
