match_id,control_id,event_component_id,event_date_utc,event_country,dominant_hazard,control_component_id,control_country,observed_event_gpm_mm,control_gpm_mm,observed_diff,false_event_source_event_component_id,false_event_date_utc,false_event_source_country,false_event_source_rule,false_event_gpm_mm,false_event_diff,observed_minus_false_event_diff,false_event_status
6023|2023-11-20|Ciudad Valles,6023|2023-11-20|Ciudad Valles|ctrl1,6023,2023-11-20,México,fog,5931,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6023|2023-11-20|Ciudad Valles,6023|2023-11-20|Ciudad Valles|ctrl2,6023,2023-11-20,México,fog,913,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6023|2023-11-20|Ciudad Valles,6023|2023-11-20|Ciudad Valles|ctrl3,6023,2023-11-20,México,fog,5665,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4942|2024-08-04|Celaya,4942|2024-08-04|Celaya|ctrl1,4942,2024-08-04,México,low_ceiling_1000m,6696,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4942|2024-08-04|Celaya,4942|2024-08-04|Celaya|ctrl2,4942,2024-08-04,México,low_ceiling_1000m,4288,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4942|2024-08-04|Celaya,4942|2024-08-04|Celaya|ctrl3,4942,2024-08-04,México,low_ceiling_1000m,4212,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4942|2024-07-29|Celaya,4942|2024-07-29|Celaya|ctrl1,4942,2024-07-29,México,low_ceiling_1000m,6696,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4942|2024-07-29|Celaya,4942|2024-07-29|Celaya|ctrl2,4942,2024-07-29,México,low_ceiling_1000m,4288,México,0.0,0.257778,-0.257778,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4942|2024-07-29|Celaya,4942|2024-07-29|Celaya|ctrl3,4942,2024-07-29,México,low_ceiling_1000m,4212,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2024-10-01|Karadeniz Ereğli,4379|2024-10-01|Karadeniz Ereğli|ctrl1,4379,2024-10-01,Turkey,thunder_or_convective,858,Turkey,11.673889,0.0,11.673889,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2024-10-01|Karadeniz Ereğli,4379|2024-10-01|Karadeniz Ereğli|ctrl2,4379,2024-10-01,Turkey,thunder_or_convective,3459,Turkey,11.673889,0.116667,11.557222,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2024-10-01|Karadeniz Ereğli,4379|2024-10-01|Karadeniz Ereğli|ctrl3,4379,2024-10-01,Turkey,thunder_or_convective,4341,Turkey,11.673889,7.460556,4.213333,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2024-11-15|Karadeniz Ereğli,4379|2024-11-15|Karadeniz Ereğli|ctrl1,4379,2024-11-15,Turkey,low_vis_5km,858,Turkey,0.145556,0.062778,0.082778,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2024-11-15|Karadeniz Ereğli,4379|2024-11-15|Karadeniz Ereğli|ctrl2,4379,2024-11-15,Turkey,low_vis_5km,3459,Turkey,0.145556,0.095556,0.05,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4379|2024-11-15|Karadeniz Ereğli,4379|2024-11-15|Karadeniz Ereğli|ctrl3,4379,2024-11-15,Turkey,low_vis_5km,4341,Turkey,0.145556,0.014444,0.131112,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2024-08-12|Điện Biên Phủ,175|2024-08-12|Điện Biên Phủ|ctrl1,175,2024-08-12,Vietnam,low_ceiling_1000m,1739,Vietnam,0.255556,0.232778,0.022778,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2024-08-12|Điện Biên Phủ,175|2024-08-12|Điện Biên Phủ|ctrl2,175,2024-08-12,Vietnam,low_ceiling_1000m,5153,Vietnam,0.255556,1.194444,-0.938888,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2024-08-12|Điện Biên Phủ,175|2024-08-12|Điện Biên Phủ|ctrl3,175,2024-08-12,Vietnam,low_ceiling_1000m,1915,Vietnam,0.255556,1.956667,-1.701111,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2024-08-13|Điện Biên Phủ,175|2024-08-13|Điện Biên Phủ|ctrl1,175,2024-08-13,Vietnam,thunder_or_convective,1739,Vietnam,0.677222,4.174444,-3.497222,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2024-08-13|Điện Biên Phủ,175|2024-08-13|Điện Biên Phủ|ctrl2,175,2024-08-13,Vietnam,thunder_or_convective,5153,Vietnam,0.677222,0.121667,0.555555,,,,missing_false_event_donor,,,,missing_false_event_or_metric
175|2024-08-13|Điện Biên Phủ,175|2024-08-13|Điện Biên Phủ|ctrl3,175,2024-08-13,Vietnam,thunder_or_convective,1915,Vietnam,0.677222,4.550556,-3.873334,,,,missing_false_event_donor,,,,missing_false_event_or_metric
10954|2024-07-05|Giridih,10954|2024-07-05|Giridih|ctrl1,10954,2024-07-05,India,low_vis_5km,10132,India,3.101111,0.411111,2.69,10936.0,2024-01-18,India,same_year_hazard_control_country,0.0,-0.411111,3.101111,ok
10954|2024-07-05|Giridih,10954|2024-07-05|Giridih|ctrl2,10954,2024-07-05,India,low_vis_5km,10080,India,3.101111,0.009444,3.091667,10936.0,2024-01-18,India,same_year_hazard_control_country,0.0,-0.009444,3.101111,ok
10954|2024-07-05|Giridih,10954|2024-07-05|Giridih|ctrl3,10954,2024-07-05,India,low_vis_5km,11398,India,3.101111,0.049444,3.051667,10936.0,2024-01-18,India,same_year_hazard_control_country,0.0,-0.049444,3.101111,ok
10954|2024-01-18|Giridih,10954|2024-01-18|Giridih|ctrl1,10954,2024-01-18,India,low_vis_5km,10132,India,0.0,0.0,0.0,10936.0,2024-07-05,India,same_year_hazard_control_country,0.263889,0.263889,-0.263889,ok
10954|2024-01-18|Giridih,10954|2024-01-18|Giridih|ctrl2,10954,2024-01-18,India,low_vis_5km,10080,India,0.0,0.0,0.0,10936.0,2024-07-05,India,same_year_hazard_control_country,0.263889,0.263889,-0.263889,ok
10954|2024-01-18|Giridih,10954|2024-01-18|Giridih|ctrl3,10954,2024-01-18,India,low_vis_5km,11398,India,0.0,0.839444,-0.839444,10936.0,2024-07-05,India,same_year_hazard_control_country,0.263889,-0.575555,-0.263889,ok
7672|2024-12-22|Zigong,7672|2024-12-22|Zigong|ctrl1,7672,2024-12-22,China,low_vis_5km,10851,China,0.0,0.0,0.0,10433.0,2024-01-02,China,same_year_hazard_control_country,0.0,0.0,0.0,ok
7672|2024-12-22|Zigong,7672|2024-12-22|Zigong|ctrl2,7672,2024-12-22,China,low_vis_5km,9653,China,0.0,0.0,0.0,10433.0,2024-01-02,China,same_year_hazard_control_country,0.0,0.0,0.0,ok
7672|2024-12-22|Zigong,7672|2024-12-22|Zigong|ctrl3,7672,2024-12-22,China,low_vis_5km,7775,China,0.0,0.0,0.0,10433.0,2024-01-02,China,same_year_hazard_control_country,0.0,0.0,0.0,ok
7672|2024-05-02|Zigong,7672|2024-05-02|Zigong|ctrl1,7672,2024-05-02,China,low_vis_5km,10851,China,0.692778,0.0,0.692778,10433.0,2024-01-02,China,same_year_hazard_control_country,0.0,0.0,0.692778,ok
7672|2024-05-02|Zigong,7672|2024-05-02|Zigong|ctrl2,7672,2024-05-02,China,low_vis_5km,9653,China,0.692778,0.097222,0.595556,10433.0,2024-01-02,China,same_year_hazard_control_country,0.0,-0.097222,0.692778,ok
7672|2024-05-02|Zigong,7672|2024-05-02|Zigong|ctrl3,7672,2024-05-02,China,low_vis_5km,7775,China,0.692778,0.69,0.002778,10433.0,2024-01-02,China,same_year_hazard_control_country,0.0,-0.69,0.692778,ok
3795|2024-06-14|Francisco Beltrão,3795|2024-06-14|Francisco Beltrão|ctrl1,3795,2024-06-14,Brazil,gust_15ms,2872,Brazil,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3795|2024-06-14|Francisco Beltrão,3795|2024-06-14|Francisco Beltrão|ctrl2,3795,2024-06-14,Brazil,gust_15ms,6334,Brazil,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3795|2024-06-14|Francisco Beltrão,3795|2024-06-14|Francisco Beltrão|ctrl3,3795,2024-06-14,Brazil,gust_15ms,7266,Brazil,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3795|2024-01-09|Francisco Beltrão,3795|2024-01-09|Francisco Beltrão|ctrl1,3795,2024-01-09,Brazil,gust_15ms,2872,Brazil,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3795|2024-01-09|Francisco Beltrão,3795|2024-01-09|Francisco Beltrão|ctrl2,3795,2024-01-09,Brazil,gust_15ms,6334,Brazil,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3795|2024-01-09|Francisco Beltrão,3795|2024-01-09|Francisco Beltrão|ctrl3,3795,2024-01-09,Brazil,gust_15ms,7266,Brazil,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
10936|2024-07-05|Phusro,10936|2024-07-05|Phusro|ctrl1,10936,2024-07-05,India,low_vis_5km,11100,India,0.263889,11.031667,-10.767778,10954.0,2024-01-18,India,same_year_hazard_control_country,0.0,-11.031667,0.263889,ok
10936|2024-07-05|Phusro,10936|2024-07-05|Phusro|ctrl2,10936,2024-07-05,India,low_vis_5km,10422,India,0.263889,0.111667,0.152222,10954.0,2024-01-18,India,same_year_hazard_control_country,0.0,-0.111667,0.263889,ok
10936|2024-07-05|Phusro,10936|2024-07-05|Phusro|ctrl3,10936,2024-07-05,India,low_vis_5km,11248,India,0.263889,15.363333,-15.099444,10954.0,2024-01-18,India,same_year_hazard_control_country,0.0,-15.363333,0.263889,ok
10936|2024-01-18|Phusro,10936|2024-01-18|Phusro|ctrl1,10936,2024-01-18,India,low_vis_5km,11100,India,0.0,0.045556,-0.045556,8252.0,2024-01-28,India,same_year_hazard_control_country,2.647222,2.601666,-2.647222,ok
10936|2024-01-18|Phusro,10936|2024-01-18|Phusro|ctrl2,10936,2024-01-18,India,low_vis_5km,10422,India,0.0,0.0,0.0,8252.0,2024-01-28,India,same_year_hazard_control_country,2.647222,2.647222,-2.647222,ok
10936|2024-01-18|Phusro,10936|2024-01-18|Phusro|ctrl3,10936,2024-01-18,India,low_vis_5km,11248,India,0.0,0.0,0.0,8252.0,2024-01-28,India,same_year_hazard_control_country,2.647222,2.647222,-2.647222,ok
11179|2024-02-09|Ruijin,11179|2024-02-09|Ruijin|ctrl1,11179,2024-02-09,China,fog,10147,China,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
11179|2024-02-09|Ruijin,11179|2024-02-09|Ruijin|ctrl2,11179,2024-02-09,China,fog,11511,China,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
11179|2024-02-09|Ruijin,11179|2024-02-09|Ruijin|ctrl3,11179,2024-02-09,China,fog,10233,China,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
11179|2024-03-16|Ruijin,11179|2024-03-16|Ruijin|ctrl1,11179,2024-03-16,China,low_vis_5km,10147,China,0.0,0.096667,-0.096667,10433.0,2024-03-22,China,same_year_hazard_control_country,0.779444,0.682777,-0.779444,ok
11179|2024-03-16|Ruijin,11179|2024-03-16|Ruijin|ctrl2,11179,2024-03-16,China,low_vis_5km,11511,China,0.0,0.0,0.0,10433.0,2024-03-22,China,same_year_hazard_control_country,0.779444,0.779444,-0.779444,ok
11179|2024-03-16|Ruijin,11179|2024-03-16|Ruijin|ctrl3,11179,2024-03-16,China,low_vis_5km,10233,China,0.0,0.0,0.0,10433.0,2024-03-22,China,same_year_hazard_control_country,0.779444,0.779444,-0.779444,ok
4263|2024-11-11|Rzeszów,4263|2024-11-11|Rzeszów|ctrl1,4263,2024-11-11,Poland,low_vis_5km,3895,Poland,0.031667,0.0,0.031667,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4263|2024-11-11|Rzeszów,4263|2024-11-11|Rzeszów|ctrl2,4263,2024-11-11,Poland,low_vis_5km,3403,Poland,0.031667,0.0,0.031667,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4263|2024-11-11|Rzeszów,4263|2024-11-11|Rzeszów|ctrl3,4263,2024-11-11,Poland,low_vis_5km,3068,Poland,0.031667,0.0,0.031667,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4263|2024-12-02|Rzeszów,4263|2024-12-02|Rzeszów|ctrl1,4263,2024-12-02,Poland,fog,3895,Poland,0.001667,0.0,0.001667,4225.0,2024-11-11,Poland,same_year_hazard_control_country,0.0,0.0,0.001667,ok
4263|2024-12-02|Rzeszów,4263|2024-12-02|Rzeszów|ctrl2,4263,2024-12-02,Poland,fog,3403,Poland,0.001667,0.0,0.001667,4225.0,2024-11-11,Poland,same_year_hazard_control_country,0.0,0.0,0.001667,ok
4263|2024-12-02|Rzeszów,4263|2024-12-02|Rzeszów|ctrl3,4263,2024-12-02,Poland,fog,3068,Poland,0.001667,0.0,0.001667,4225.0,2024-11-11,Poland,same_year_hazard_control_country,0.0,0.0,0.001667,ok
3944|2024-12-24|Belgorod,3944|2024-12-24|Belgorod|ctrl1,3944,2024-12-24,Russia,low_vis_5km,6031,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3944|2024-12-24|Belgorod,3944|2024-12-24|Belgorod|ctrl2,3944,2024-12-24,Russia,low_vis_5km,7378,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3944|2024-12-24|Belgorod,3944|2024-12-24|Belgorod|ctrl3,3944,2024-12-24,Russia,low_vis_5km,6673,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3944|2024-12-23|Belgorod,3944|2024-12-23|Belgorod|ctrl1,3944,2024-12-23,Russia,low_vis_5km,6031,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3944|2024-12-23|Belgorod,3944|2024-12-23|Belgorod|ctrl2,3944,2024-12-23,Russia,low_vis_5km,7378,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
3944|2024-12-23|Belgorod,3944|2024-12-23|Belgorod|ctrl3,3944,2024-12-23,Russia,low_vis_5km,6673,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2024-12-25|Brest,56|2024-12-25|Brest|ctrl1,56,2024-12-25,France,low_vis_5km,544,France,0.032778,0.105,-0.072222,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2024-12-25|Brest,56|2024-12-25|Brest|ctrl2,56,2024-12-25,France,low_vis_5km,4336,France,0.032778,0.351111,-0.318333,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2024-12-25|Brest,56|2024-12-25|Brest|ctrl3,56,2024-12-25,France,low_vis_5km,4412,France,0.032778,0.119444,-0.086666,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2024-12-26|Brest,56|2024-12-26|Brest|ctrl1,56,2024-12-26,France,low_vis_5km,544,France,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2024-12-26|Brest,56|2024-12-26|Brest|ctrl2,56,2024-12-26,France,low_vis_5km,4336,France,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
56|2024-12-26|Brest,56|2024-12-26|Brest|ctrl3,56,2024-12-26,France,low_vis_5km,4412,France,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2024-12-29|Nizhnekamsk,6403|2024-12-29|Nizhnekamsk|ctrl1,6403,2024-12-29,Russia,low_ceiling_300m,6031,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2024-12-29|Nizhnekamsk,6403|2024-12-29|Nizhnekamsk|ctrl2,6403,2024-12-29,Russia,low_ceiling_300m,7378,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2024-12-29|Nizhnekamsk,6403|2024-12-29|Nizhnekamsk|ctrl3,6403,2024-12-29,Russia,low_ceiling_300m,6242,Russia,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
6403|2024-12-27|Nizhnekamsk,6403|2024-12-27|Nizhnekamsk|ctrl1,6403,2024-12-27,Russia,low_ceiling_1000m,6031,Russia,0.028333,0.353889,-0.325556,46.0,2024-08-29,Guinea,same_year_hazard_control_country,0.236111,-0.117778,-0.207778,ok
6403|2024-12-27|Nizhnekamsk,6403|2024-12-27|Nizhnekamsk|ctrl2,6403,2024-12-27,Russia,low_ceiling_1000m,7378,Russia,0.028333,0.0,0.028333,46.0,2024-08-29,Guinea,same_year_hazard_control_country,0.236111,0.236111,-0.207778,ok
6403|2024-12-27|Nizhnekamsk,6403|2024-12-27|Nizhnekamsk|ctrl3,6403,2024-12-27,Russia,low_ceiling_1000m,6242,Russia,0.028333,0.226111,-0.197778,46.0,2024-08-29,Guinea,same_year_hazard_control_country,0.236111,0.01,-0.207778,ok
2617|2024-08-21|Río Cuarto,2617|2024-08-21|Río Cuarto|ctrl1,2617,2024-08-21,Argentina,low_ceiling_300m,3443,Argentina,0.0,0.080556,-0.080556,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2617|2024-08-21|Río Cuarto,2617|2024-08-21|Río Cuarto|ctrl2,2617,2024-08-21,Argentina,low_ceiling_300m,4739,Argentina,0.0,0.052778,-0.052778,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2617|2024-08-21|Río Cuarto,2617|2024-08-21|Río Cuarto|ctrl3,2617,2024-08-21,Argentina,low_ceiling_300m,4775,Argentina,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2617|2024-02-29|Río Cuarto,2617|2024-02-29|Río Cuarto|ctrl1,2617,2024-02-29,Argentina,low_ceiling_1000m,3443,Argentina,10.332778,0.0,10.332778,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2617|2024-02-29|Río Cuarto,2617|2024-02-29|Río Cuarto|ctrl2,2617,2024-02-29,Argentina,low_ceiling_1000m,4739,Argentina,10.332778,0.633889,9.698889,,,,missing_false_event_donor,,,,missing_false_event_or_metric
2617|2024-02-29|Río Cuarto,2617|2024-02-29|Río Cuarto|ctrl3,2617,2024-02-29,Argentina,low_ceiling_1000m,4775,Argentina,10.332778,0.0,10.332778,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2024-12-28|Lublin,4339|2024-12-28|Lublin|ctrl1,4339,2024-12-28,Poland,low_ceiling_300m,3068,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2024-12-28|Lublin,4339|2024-12-28|Lublin|ctrl2,4339,2024-12-28,Poland,low_ceiling_300m,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2024-12-28|Lublin,4339|2024-12-28|Lublin|ctrl3,4339,2024-12-28,Poland,low_ceiling_300m,1080,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2024-12-29|Lublin,4339|2024-12-29|Lublin|ctrl1,4339,2024-12-29,Poland,low_ceiling_300m,3068,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2024-12-29|Lublin,4339|2024-12-29|Lublin|ctrl2,4339,2024-12-29,Poland,low_ceiling_300m,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4339|2024-12-29|Lublin,4339|2024-12-29|Lublin|ctrl3,4339,2024-12-29,Poland,low_ceiling_300m,1080,Poland,0.0,0.349444,-0.349444,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2024-11-28|Ensenada,357|2024-11-28|Ensenada|ctrl1,357,2024-11-28,México,fog,5,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2024-11-28|Ensenada,357|2024-11-28|Ensenada|ctrl2,357,2024-11-28,México,fog,5772,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2024-11-28|Ensenada,357|2024-11-28|Ensenada|ctrl3,357,2024-11-28,México,fog,913,México,0.0,0.001667,-0.001667,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2024-04-11|Ensenada,357|2024-04-11|Ensenada|ctrl1,357,2024-04-11,México,fog,5,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2024-04-11|Ensenada,357|2024-04-11|Ensenada|ctrl2,357,2024-04-11,México,fog,5772,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
357|2024-04-11|Ensenada,357|2024-04-11|Ensenada|ctrl3,357,2024-04-11,México,fog,913,México,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2024-11-11|Stalowa Wola,4225|2024-11-11|Stalowa Wola|ctrl1,4225,2024-11-11,Poland,fog,3403,Poland,0.0,0.0,0.0,4263.0,2024-12-02,Poland,same_year_hazard_control_country,0.001667,0.001667,-0.001667,ok
4225|2024-11-11|Stalowa Wola,4225|2024-11-11|Stalowa Wola|ctrl2,4225,2024-11-11,Poland,fog,3349,Poland,0.0,0.0,0.0,4263.0,2024-12-02,Poland,same_year_hazard_control_country,0.001667,0.001667,-0.001667,ok
4225|2024-11-11|Stalowa Wola,4225|2024-11-11|Stalowa Wola|ctrl3,4225,2024-11-11,Poland,fog,1080,Poland,0.0,0.0,0.0,4263.0,2024-12-02,Poland,same_year_hazard_control_country,0.001667,0.001667,-0.001667,ok
4225|2024-12-02|Stalowa Wola,4225|2024-12-02|Stalowa Wola|ctrl1,4225,2024-12-02,Poland,fog,3403,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2024-12-02|Stalowa Wola,4225|2024-12-02|Stalowa Wola|ctrl2,4225,2024-12-02,Poland,fog,3349,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
4225|2024-12-02|Stalowa Wola,4225|2024-12-02|Stalowa Wola|ctrl3,4225,2024-12-02,Poland,fog,1080,Poland,0.0,0.0,0.0,,,,missing_false_event_donor,,,,missing_false_event_or_metric
