component_id,country,city_name,need_composite_z,public_support_z,expected_public_support_z,support_residual_z,residual_deficit_q75,available_field_expected_public_support_z,available_field_support_residual_z,available_field_q75_flag
173,Thailand,Chiang Mai,0.8786248543826374,1.4386322891938748,0.50345809923276,0.9351741899611148,False,0.5669328646678735,0.8716994245260012,False
174,Laos,Luang Prabang,0.485590352281058,-0.2575244957289946,0.4146075513239365,-0.6721320470529311,False,0.4062980923368535,-0.6638225880658482,False
175,Vietnam,Điện Biên Phủ,0.695678410223623,-1.4900981003818097,0.3160003278892343,-1.806098428271044,True,0.4806084633383664,-1.9707065637201762,True
176,Malaysia,George Town,0.0271963244562802,1.3646257556375534,-0.0561628508298183,1.4207886064673718,False,0.258649114010315,1.1059766416272385,False
177,Cambodia,Sampov Lun,-0.5341911842710972,-1.058176165981801,-0.3423728185593233,-0.7158033474224776,False,-0.3287842074017603,-0.7293919585800407,False
178,Singapore,Singapore,1.4567664408599097,1.4057332579914608,-0.0549232650116188,1.4606565230030797,False,0.4593753945307518,0.9463578634607089,False
179,Australia,Mandurah,-0.838259001494559,1.6735509159580422,0.788217904750784,0.8853330112072582,False,0.17063267621506673,1.5029182397429754,False
180,North Korea,Sinuiju,-0.3734854300171123,1.3755703838395446,-0.0405929035165389,1.4161632873560834,False,-0.0770222027217407,1.4525925865612852,False
181,South Korea,Daegot,0.8232172873379556,1.1814335264470823,0.4915271499815632,0.6899063764655191,False,0.7074573525150605,0.47397617393202185,False
182,Taiwan,Dazhuang,2.3830178050740165,1.4670362052418993,0.5533100264131783,0.913726178828721,False,0.978430754244427,0.4886054509974722,False
183,Brunei,Bandar Seri Begawan,0.7550299893281947,-0.4318567878035682,0.4249637696347093,-0.8568205574382775,True,0.6240913243082615,-1.0559481121118297,True
184,Japan,Otaru,0.4428760974285519,1.7544629887370484,0.4112441558305002,1.3432188329065482,False,0.5586325861687272,1.1958304025683213,False
185,Philippines,Laoag,-0.3468490318019301,-0.4167427774293902,0.2326750672786037,-0.6494178447079939,False,0.25198558871974713,-0.6687283661491373,False
